2.91735E+12,,AMERICAN HOSPITAL OF PARIS,9220212467,NNN,,NNNN   N,NNNN+00000000000000YY123458,Y,Y4         N,Y,5,Y,,NN
2.91751E+12,1,YAKIMA VALLEY MEMORIAL HOSPITAL ASSOCIATION,989021247,NNY123456789,15,YNNY134Y16,YNNN+00000000000000YY146,Y123,Y123456789 Y6,N,12345,Y,2,NN
2.91751E+12,,CARO COMMUNITY HOSPITAL,487231257,NNN,,NNNN   N,NNNN+00000000000000NN,N,N          N,N,,N,,NN
2.91752E+12,,UPMC CHAUTAUQUA AT WCA,14702,NNY12345678,14,YYYY23 Y14,YNNN+00000000000000YY124567,Y1234,Y123456789 Y6,N,1235,Y,1,NN
2.91752E+12,1,NORTHERN WESTCHESTER HOSPITAL,10549127,NNY123456789,16,YYYY13 Y16,YNNN+00000000000000YY13568,Y123,Y1234567890Y6,N,12345,Y,1,NN
2.91803E+12,1,MEMORIAL MEDICAL CENTER,95355127,NNY123456789,16,YYNY123Y16,NNNN+00000000000000YY145,Y12345,Y1234567890Y6,N,1234,Y,4,NN
2.91803E+12,1,SUTTER TRACY COMMUNITY HOSPITA,95376127,NNY123456789,16,YYYY123Y16,YNNN+00000000000000YY145,Y12345,Y1234567890Y6,N,123,Y,4,NN
2.91803E+12,1,MEMORIAL HOSPITAL LOS BANOS,93635127,NNY123456789,16,YYNY123Y16,YNNN+00000000000000YY145,Y12345,Y1234567890Y6,N,1234,Y,4,NN
2.91803E+12,1,PHELPS MEMORIAL HOSPITAL ASSN,1059112457,NNY123456789,16,YYYY13 Y16,YNNN+00000000000000YY13568,Y123,Y1234567890Y6,N,12345,Y,1,NN
2.91803E+12,1,ALLEGHANY VALLEY HOSPITAL,15065127,NNY123456789,15,YYNY13 Y15,NYNN+00000000000000YY1345678,Y123,Y1234567   Y6,N,1234,Y,4,NN
2.91803E+12,2,CANONSBURG GENERAL HOSPITA,15317127,NNY123456789,15,YYNY13 Y15,NYNN+00000000000000YY1345678,Y123,Y1234567   Y6,N,1234,Y,4,NN
2.91803E+12,3,JEFFERSON REGIONAL MEDICAL CENTER,15236127,NNY123456789,15,YYNY13 Y15,NYNN+00000000000000YY1345678,Y123,Y1234567   Y6,N,,Y,4,NN
2.91803E+12,4,SAINT VINCENT HEALTH CENTER,165441247,NNY123456789,15,YYNY13 Y16,NYNN+00000000000000YY1345678,Y123,Y124567    Y6,N,35,Y,4,NN
